Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
3,"NV Spirin, AS Kotov, KG Karahalios…",A comparative study of query-biased and non-redundant snippets for structured search on mobile devices,2016,Proceedings of the 25th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2983323.2983699,"https://scholar.google.com/scholar?cites=7672066184188233395&as_sdt=2005&sciodt=0,5&hl=en",117,3,0.75,1,4,4,"To investigate what kind of snippets are better suited for structured search on mobile devices, we built an experimental mobile search application and conducted a task-oriented interactive user study with 36 participants. Four different versions of a search engine result …"
3,"M Eslami, K Hamilton, K Karahalios, C Langbort…","Uncovering Algorithms: Looking Inside the Facebook News Feed. A lecture presented to the Berkman Center for Internet & Society, Harvard University",2014,,,,"https://scholar.google.com/scholar?cites=13983109551096323135&as_sdt=2005&sciodt=0,5&hl=en",118,3,0.5,1,5,6,
3,"BK AlShebli, E Gilbert, K Karahalios",The social implications of an assisted living reminder system,2007,International Conference on Online …,Springer,https://link.springer.com/chapter/10.1007/978-3-540-73257-0_27,"https://scholar.google.com/scholar?cites=17784441971051127022&as_sdt=2005&sciodt=0,5&hl=en",119,3,0.23,1,3,13,"We present the findings of an in situ field study conducted using our assisted living system, I-Living, that aims to enable seniors to live in a cost-effective manner independently. Basing the study on both interviews and diaries provided valuable and well-rounded data. Some of …"
3,"N Spirin, K Karahalios",Unsupervised approach to generate informative structured snippets for job search engines,2013,… of the 22nd International Conference on World …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2487788.2487891,"https://scholar.google.com/scholar?cites=10031595143670968707&as_sdt=2005&sciodt=0,5&hl=en",120,3,0.43,2,2,7,"Aiming to improve user experience for a job search engine, in this paper we propose an idea to switch from query-biased snippets used by most web search engines to rich structured snippets associated with the main sections of a job posting page, which are more …"
3,"J Hailpern, M Danilevsky, K Karahalios","ACES: aphasia emulation, realism, and the Turing test",2011,The proceedings of the 13th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2049536.2049553,"https://scholar.google.com/scholar?cites=11849359834792110591&as_sdt=2005&sciodt=0,5&hl=en",121,3,0.33,1,3,9,"To an outsider it may appear as though an individual with aphasia has poor cognitive function. However, the problem resides in the individual's receptive and expressive language, and not in their ability to think. This misperception, paired with a lack of empathy …"
3,"JG Kim, M Snodgrass, M Pietrowicz…",Visual Analysis of Relationships between Behavioral and Physiological Sensor Data,2015,2015 International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7349688/,"https://scholar.google.com/scholar?cites=4544997585444742862&as_sdt=2005&sciodt=0,5&hl=en",122,3,0.6,1,4,5,"More and more people are collecting, organizing, and interpreting health data through off-the-shelf products such as Apple's Health Kit. People use these systems to collect steps taken, calories ingested, etc. These ecosystems also support the collection of physiological …"
3,"HK Kong, Z Liu, K Karahalios",Trust and recall of information across varying degrees of title-visualization misalignment,2019,Proceedings of the 2019 CHI Conference …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3290605.3300576,"https://scholar.google.com/scholar?cites=7766751476364464480&as_sdt=2005&sciodt=0,5&hl=en",123,3,3,1,3,1,"Visualizations are emerging as a means of spreading digital misinformation. Prior work has shown that visualization interpretation can be manipulated through slanted titles that favor only one side of the visual story, yet people still think the visualization is impartial. In this …"
3,"M Pietrowicz, M Hasegawa-Johnson…",Acoustic correlates for perceived effort levels in expressive speech,2015,… Annual Conference of …,isca-speech.org,https://www.isca-speech.org/archive/interspeech_2015/i15_3720.html,"https://scholar.google.com/scholar?cites=832163612070248624&as_sdt=2005&sciodt=0,5&hl=en",124,3,0.6,1,3,5,"Actors and other vocal performers vary their speech across the continuum of vocal effort to express ideas, emphasize thoughts, communicate emotions, and create drama. They are experts at vocal expression. To analyze this range of expression across effort levels, we …"
3,"J Hailpern, N Jitkoff, J Subida…",On improving application utility prediction,2010,CHI'10 Extended Abstracts …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1753846.1753995,"https://scholar.google.com/scholar?cites=942506759335861243&as_sdt=2005&sciodt=0,5&hl=en",125,3,0.3,1,4,10,"When using the computer, each user has some notion that"" these applications are important"" at a given point in time. We term this subset of applications that the user values as high-utility applications. Identifying these high-utility applications is critical to the fields of Task Analysis …"
3,"MR Snodgrass, JG Kim, K Karahalios, M Borden…","The effects of a pressure vest on task engagement, challenging behavior, and a physiological measure of stress for a child with intellectual disability",2015,,ideals.illinois.edu,https://www.ideals.illinois.edu/handle/2142/79051,"https://scholar.google.com/scholar?cites=17411459234758184213&as_sdt=2005&sciodt=0,5&hl=en",126,3,0.6,1,5,5,"We examined the effect of wearing a pressurized vest, a commonly use sensory support, with one student who had disabilities and for whom this sensory support was indicated. Using single-case reversal design logic (ABCA), we measured effects on both observable …"
3,"K Karahalios, E Gilbert",Predicting tie strength with social media,2009,Proceedings of the SIGCHI Conference on Human …,,,"https://scholar.google.com/scholar?cites=16462395106429340346&as_sdt=2005&sciodt=0,5&hl=en",127,3,0.27,2,2,11,
3,"JG Kim, H Hong, K Karahalios",Understanding identity presentation in medical crowdfunding,2018,… of the 2018 CHI Conference on Human …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3173574.3173708,"https://scholar.google.com/scholar?cites=16988518043838134778&as_sdt=2005&sciodt=0,5&hl=en",128,3,1.5,1,3,2,"People desire to present themselves favorably to others. However, medical crowdfunding beneficiaries are often expected to present their dire medical conditions and financial straits to solicit financial support. To investigate how beneficiaries convey their situation on medical …"
3,K Karahalios,Social Catalysts: enhancing communication in mediated environments,2004,,PhD Thesis. Massachusetts Institute …,,"https://scholar.google.com/scholar?cites=821868156920674075&as_sdt=2005&sciodt=0,5&hl=en",129,3,0.19,3,1,16,
3,"E Gilbert, K Karahalios, C Sandvig",The network in the garden,2008,Proceeding of the twenty-sixth annual CHI …,,,"https://scholar.google.com/scholar?cites=16338386881962790093&as_sdt=2005&sciodt=0,5&hl=en",130,3,0.25,1,3,12,
3,"HK Kong, W Zhu, Z Liu, K Karahalios",Understanding Visual Cues in Visualizations Accompanied by Audio Narrations,2019,… of the 2019 CHI Conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3290605.3300280,"https://scholar.google.com/scholar?cites=11950512174282688131&as_sdt=2005&sciodt=0,5&hl=en",190,3,3,1,4,1,"It is often assumed that visual cues, which highlight specific parts of a visualization to guide the audience's attention, facilitate visualization storytelling and presentation. This assumption has not been systematically studied. We present an in-lab experiment and a …"
2,"GR Hayes, KG Karahalios",Theme issue on autism and technology,2012,,Springer,https://link.springer.com/article/10.1007/s00779-011-0387-z,"https://scholar.google.com/scholar?cites=319001001320393013&as_sdt=2005&sciodt=0,5&hl=en",131,2,0.25,1,2,8,"Autism spectrum disorder (ASD), also known as pervasive development disorder, includes impairments in social interaction, communication—both verbal and non-verbal—and stereotypical or repeated behavior, interests, and activities [1]. A recent report by the Centers …"
2,"KG Karahalios, FB Viégas",Social Visualization: Exploring Text,2006,"Audio, and Video Interaction, CHI",,,"https://scholar.google.com/scholar?cites=16305646122899248624&as_sdt=2005&sciodt=0,5&hl=en",132,2,0.14,1,2,14,
2,"K Karahalios, J Donath",Telemurals: catalytic connections for remote spaces,2003,Human-Computer Interaction: Theory …,books.google.com,https://books.google.com/books?hl=en&lr=&id=XP8Y0S0q0ccC&oi=fnd&pg=PA103&dq=%22karrie+karahalios%22&ots=GKT2J3E8an&sig=eZH8CnCPdG-m9Jd1siyH9Eu5fYs,"https://scholar.google.com/scholar?cites=7985462866190407358&as_sdt=2005&sciodt=0,5&hl=en",133,2,0.12,1,2,17,Mediated communication between remote social spaces is a relatively new concept. One current example of this interaction is video conferencing among people within the same organization. Large-scale video conferencing walls have begun to appear in public or semi …
2,"MA Betancourt, LS Dethorne, K Karahalios, JG Kim",Skin Conductance as an,,Situ,,,"https://scholar.google.com/scholar?cites=3819696523404960995&as_sdt=2005&sciodt=0,5&hl=en",134,2,0,1,4,,
2,"E Gilbert, K Karahalios, C Sandvig",The Network in the Garden: Designing Social Media for Rural Life Depts. of Computer Science and Communication,2009,"University of Illinois at Urbana-Champaign, www …",,,"https://scholar.google.com/scholar?cites=374836631389448357&as_sdt=2005&sciodt=0,5&hl=en",135,2,0.18,1,3,11,
2,"M Bendre, T Wattanawaroon, S Rahman…","Faster, higher, stronger: Redesigning spreadsheets for scale",2019,2019 IEEE 35th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8731567/,"https://scholar.google.com/scholar?cites=1178317196139508237&as_sdt=2005&sciodt=0,5&hl=en",136,2,2,1,4,1,"Spreadsheet tools are ubiquitous for interactive adhoc data management and analysis. With increasing dataset sizes, spreadsheet tools fall short—they freeze during heavy computation within the sheet (interactivity); they are hard to navigate when datasets go beyond a certain …"
2,"J Hailpern, M Danilevsky, A Harris, S Suh…",ACES: a cross-discipline platform and method for communication and language research,2013,Proceedings of the …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2441776.2441835,"https://scholar.google.com/scholar?cites=9418042706061678314&as_sdt=2005&sciodt=0,5&hl=en",137,2,0.29,0,5,7,"While conducting research focused on individuals with impairments is vitally important, such experiments often have high costs (time and money), and researchers may be limited in the instructions they can give, or participant feedback they can gather (due to the impairment) …"
2,"E Motahhare, K Karahalios, C Sandvig, K Vaccaro…","First i like it, then i hide it: Folk theories of social feeds",,… of the 2016 cHI conference on …,,,"https://scholar.google.com/scholar?cites=760817830728337169&as_sdt=2005&sciodt=0,5&hl=en",138,2,0,0,5,,
2,"T Siddiqui, A Kim, J Lee, K Karahalios…",zenvisage: Effortless Visual Data Exploration. CoRR abs/1604.03583 (2016),2016,,,,"https://scholar.google.com/scholar?cites=3864880804099687841&as_sdt=2005&sciodt=0,5&hl=en",139,2,0.5,0,5,4,
2,"V Vaccaro, K Karahalios",Algorithmic Appeals,2017,,trustworthy-algorithms.org,http://trustworthy-algorithms.org/whitepapers/Kristen%20Vaccaro.pdf,"https://scholar.google.com/scholar?cites=11872418466472630196&as_sdt=2005&sciodt=0,5&hl=en",140,2,0.67,1,2,3,"Recent work has emphasized the crucial importance that algorithms are playing in all aspects of life: from hiring decisions to credit scores to criminal sentencing [2, 6, 19, 33]. These algorithmic results, often built on opaque machine learning machinery, determine …"
2,"K Karahalios, J Donath","Scale, Form, and Time: creating connected sociable spaces",2003,Intimate Ubiquitous Computing,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/d1b8/0f46016bf41d401593c4a43155fd40aa7d2b.pdf#page=30,"https://scholar.google.com/scholar?cites=17812603015764072380&as_sdt=2005&sciodt=0,5&hl=en",141,2,0.12,1,2,17,"In this paper, we describe how scale, form, and time affect communication style. We interrogate each of these factors with respect to three different communication systems: Visiphone, Chit Chat Club, and Telemurals. Each of the three installations break away and …"
2,"M Pietrowicz, M Hasegawa-Johnson…","Discovering dimensions of perceived vocal expression in semi-structured, unscripted oral history accounts",2017,"… on Acoustics, Speech …",ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7953247/,"https://scholar.google.com/scholar?cites=3058208714455801217&as_sdt=2005&sciodt=0,5&hl=en",142,2,0.67,1,3,3,"What do people hear in expressive, unprompted speech? And how can their descriptions be transformed into a representative set of dimensions of vocal expression? This paper presents a methodology for collecting user description of vocal expression, transforms the …"
2,"N Spirin, M Eslami, J Ding, P Jain, B Bailey…",Searching for design examples with crowdsourcing,2014,Proceedings of the 23rd …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2567948.2577371,"https://scholar.google.com/scholar?cites=11384618063235322065&as_sdt=2005&sciodt=0,5&hl=en",143,2,0.33,0,6,6,"Examples are very important in design, but existing tools for design example search still do not cover many cases. For instance, long tail queries containing subtle and subjective design concepts, like"" calm and quiet"","" elegant"","" dark background with a hint of color to …"
2,"J Lee, HK Kong, S Lin, K Karahalios",Plexlines: Tracking Socio-communicative Behaviors Using Timeline Visualizations,2016,AMIA Annual Symposium …,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5333248/,"https://scholar.google.com/scholar?cites=15906890611184806444&as_sdt=2005&sciodt=0,5&hl=en",144,2,0.5,1,4,4,"In this paper, we visualize children's coordinated gaze, gesture, and vocalization to better understand communicative behaviors and to identify developmental delay, specifically in the domain of Autism Spectrum Disorders. To date, existing behavioral data from clinical …"
2,"G Soeller, K Karahalios","1, & Wilson, C.(2016). MapWatch: Detecting and Monitoring International Border Personalization on Online Maps",,Proceedings of the 25th Annual World Wide Web …,,,"https://scholar.google.com/scholar?cites=3468276541854350503&as_sdt=2005&sciodt=0,5&hl=en",145,2,0,1,2,,
2,"S Dey, K Karahalios, WT Fu",Effects of socially stigmatized crowdfunding campaigns in shaping opinions,2018,Proceedings of the 2018 CHI Conference …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3173574.3173816,"https://scholar.google.com/scholar?cites=11823673694471247224&as_sdt=2005&sciodt=0,5&hl=en",146,2,1,1,3,2,Donation-based crowdfunding platforms have an increasing number of campaigns on socially stigmatized topics. These platforms' widespread online reachability and the large flow of monetary donations have the potential to shape individuals' opinions by influencing …
2,"T Bergstrom, K Karahalios",How small groups react to distorted social feedback,2010,,ideals.illinois.edu,http://www.ideals.illinois.edu/handle/2142/17403,"https://scholar.google.com/scholar?cites=18372079286946421190&as_sdt=2005&sciodt=0,5&hl=en",147,2,0.2,1,2,10,"Real-time visualization of conversation alters small group dynamics and encourages balanced participation. Visual feedback acts as an automatic moderator that encourages people to balance their relative contribution with that of other group members, but can their …"
2,"M Aparicio Betancourt, L DeThorne, K Karahalios",Facilitating multisyllabic productions & assessing sympathetic arousal in children with developmental disorders,2013,,ideals.illinois.edu,https://www.ideals.illinois.edu/handle/2142/78186,"https://scholar.google.com/scholar?cites=16601840273213938754&as_sdt=2005&sciodt=0,5&hl=en",148,2,0.29,1,3,7,"Speech-language impairments represent one of the most common developmental disorders, ranging from 1.3-14.3%. In particular the ability to combine syllables represents an important developmental milestone that is delayed or impaired in a variety of clinically-identified …"
2,"E Gilbert, K Karahalios, C Sandvig",In CHI 08: Proceeding of the twenty-sixth annual SIGCHI conference on Human factors in computing systems,2008,"Florence, Italy ACM",,,"https://scholar.google.com/scholar?cites=13090865321017378589&as_sdt=2005&sciodt=0,5&hl=en",149,2,0.17,1,3,12,
2,"M Pietrowicz, D Chopra, A Sadeghi, P Chandra…",CrowdBand: An Automated Crowdsourcing Sound Composition System,2013,First AAAI Conference …,aaai.org,https://www.aaai.org/ocs/index.php/HCOMP/HCOMP13/paper/view/7514,"https://scholar.google.com/scholar?cites=5683497120664779243&as_sdt=2005&sciodt=0,5&hl=en",150,2,0.29,0,5,7,"CrowdBand, a sound composition system, demonstrates how a crowd can create works that meet requested criteria and fulfill the aesthetic character given by keyword description and examples. CrowdBand allows flexibility in music composition in terms of duration of the …"
2,"A Bruckman, K Karahalios, K Kraut, E Poole, J Thomas…",Research ethics in the Facebook era revisited,2010,CSCW 2010 workshop,,,"https://scholar.google.com/scholar?cites=3608408655661004872&as_sdt=2005&sciodt=0,5&hl=en",152,2,0.2,0,6,10,
2,"S Dey, K Karahalios, WT Fu",Getting There and Beyond: Incidental Learning of Spatial Knowledge with Turn-by-Turn Directions and Location Updates in Navigation Interfaces,2018,Proceedings of the Symposium on Spatial …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3267782.3267783,"https://scholar.google.com/scholar?cites=1767469773450634845&as_sdt=2005&sciodt=0,5&hl=en",153,2,1,1,3,2,"Spatial user interfaces that help people navigate often focus on turn-by-turn instructions, ignoring how they may help incidental learning of spatial knowledge. Drawing on theories and findings from the area of spatial cognition, the current paper aims to understand how …"
2,"AAKKK Hamilton, M Eslami, C Sandvig",I always assumed that i wasn't really that close to [her]: Reasoning about invisible algorithms in the news feed,2015,… of 33rd Annual ACM Conference on Human …,,,"https://scholar.google.com/scholar?cites=4642896925634065227&as_sdt=2005&sciodt=0,5&hl=en",154,2,0.4,1,3,5,
1,"M Pietrowicz, KG Karahalios",Visualizing vocal expression,2014,CHI'14 Extended Abstracts on Human …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2559206.2581331,"https://scholar.google.com/scholar?cites=13230873979680584016&as_sdt=2005&sciodt=0,5&hl=en",155,1,0.17,1,2,6,"Sound, especially speech, is ephemeral. It is a high-speed, ordered, multichannel stream that plays for a time, and leaves shadows of its presence in our memories. When we communicate, we exchange semantic, expressive, and relational messages. Most of our …"
1,"W Fagen, K Karahalios",Exploring a New World of Identity with Identity 2.0 based Solutions,2007,,ideals.illinois.edu,http://www.ideals.illinois.edu/handle/2142/11334,"https://scholar.google.com/scholar?cites=3066185455089285179&as_sdt=2005&sciodt=0,5&hl=en",156,1,0.08,1,2,13,"On the Internet today, account registration is nearly always a requirement to interact with any website in a meaningful way. Each digital identity a user creates is a new and completely disjoint identity from all other existing digital identities of the user. These traditional identities …"
1,"A Rai, B Minsker, J Diesner…",Identification of landscape preferences by using social media analysis,2018,… Workshop on Social …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8366917/,"https://scholar.google.com/scholar?cites=12631945881268984525&as_sdt=2005&sciodt=0,5&hl=en",157,1,0.5,0,4,2,"People attribute different values to landscapes. These values are due to people's preferences, which are shaped by aesthetics, recreational benefits, safety, and other features of landscapes. Classic methods for studying landscape preferences include …"
1,"M Pietrowicz, K Karahalios","Phonetic shapes: an interactive, sonic guest book",2012,CHI'12 Extended Abstracts on Human …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2212776.2223744,"https://scholar.google.com/scholar?cites=14969769775447896685&as_sdt=2005&sciodt=0,5&hl=en",158,1,0.13,1,2,8,"Sound exists only in the moment, and cannot be referenced or searched, except in the mutable memories of people. Because of this, it has been an overlooked modality and social information channel, particularly where nonverbal communication cues and identity are …"
1,"HK Kong, YW Wu, B Bailey, K Karahalios","Culture, imagined audience, and language choices of multilingual Chinese and Korean students on Facebook",2015,International Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-27433-1_1,"https://scholar.google.com/scholar?cites=2503156038047809460&as_sdt=2005&sciodt=0,5&hl=en",159,1,0.2,0,4,5,"Multilingual users of social networking sites (SNSs) write in different languages for various reasons. In this paper, we explore the language choice of multilingual Chinese and Korean students studying in the United States on Facebook. We survey the effects of collectivist …"
1,"K Karahalios, G Fitzpatrick, A Monroy-Hernández",Editor's Note/Chairs' Welcome,2017,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3134651,"https://scholar.google.com/scholar?cites=532701450117675414&as_sdt=2005&sciodt=0,5&hl=en",160,1,0.33,0,3,3,"Welcome to this issue of the Proceedings of the ACM on Human-Computer Interaction, which will focus on contributions from the research community Computer-Supported Cooperative Work and Social Computing (CSCW). This diverse research community …"
1,"C Sandvig, K Hamilton, K Karahalios, C Langbort",Auditing Algorithms: Research Methods for Detecting Discrimination on Internet Platforms.(May 2014),2014,,,,"https://scholar.google.com/scholar?cites=8694885161870688114&as_sdt=2005&sciodt=0,5&hl=en",161,1,0.17,0,4,6,
1,"S Rahman, K Mack, M Bendre, R Zhang, K Karahalios…",Benchmarking Spreadsheet Systems,2019,,people.eecs.berkeley.edu,https://people.eecs.berkeley.edu/~adityagp/papers/spreadsheet_bench.pdf,"https://scholar.google.com/scholar?cites=4054680126958481957&as_sdt=2005&sciodt=0,5&hl=en",162,1,1,0,6,1,"Spreadsheet systems are used for storing and analyzing data across virtually every domain by programmers and nonprogrammers alike. While spreadsheet systems have continued to support storage and analysis of increasingly large scale datasets, they are prone to hanging …"
1,"S Dey, K Karahalios, WT Fu",Understanding the effects of endorsements in scientific crowdfunding,2017,Proceedings of the 2017 CHI Conference …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3025453.3025763,"https://scholar.google.com/scholar?cites=9278098217112238867&as_sdt=2005&sciodt=0,5&hl=en",163,1,0.33,0,3,3,"Understanding the factors that persuade backers to donate to research projects has become increasingly important with the rising popularity of scientific crowdfunding. Although there are many similarities between enterprise and scientific crowdfunding, some factors …"
1,"M Eslami, K Karahalios",Investigating Users' Understanding of Invisible Algorithms and Designing around It,2017,O.: o. V,social.cs.uiuc.edu,http://social.cs.uiuc.edu/papers/Algorithms_Workshop_ICWSM.pdf,"https://scholar.google.com/scholar?cites=9131413797099878128&as_sdt=2005&sciodt=0,5&hl=en",164,1,0.33,1,2,3,"Algorithms curate everyday online content by prioritizing, classifying, associating, and filtering information. Through this curation, they exert power to shape the users' experience and even the evolution of the system as a whole. While powerful, algorithms are usually …"
1,"MI Graham, K Karahalios",Chatamp: Talking with music and text,2005,IFIP Conference on Human-Computer …,Springer,https://link.springer.com/chapter/10.1007/11555261_84,"https://scholar.google.com/scholar?cites=15291054128900587308&as_sdt=2005&sciodt=0,5&hl=en",165,1,0.07,1,2,15,"Current systems for synchronous, text-based communication offer more varied interactions than e-mail, but cannot easily convey non-verbal or emotional information in an unobtrusive and intuitive manner. In this report we introduce ChatAmp, a new chat system which …"
0,KG Karahalios,Understanding and encouraging communication with visualization,2015,… Learning: Exploring the Material Conditions of …,experts.illinois.edu,https://experts.illinois.edu/en/publications/understanding-and-encouraging-communication-with-visualization,,166,0,0,0,1,5,"Face-to-face communication requires a complex orchestration of various communicative channels that include gaze, gesture, expression, and vocalization. Visualization can highlight this invisible dance; it can also encourage and discourage specific communicative …"
0,"KA Bongen, KG Karahalios",Photo Khipu: organizing a public record of social transaction,2009,CHI'09 Extended Abstracts on Human …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1520340.1520691,,167,0,0,0,2,11,Traditional photo albums are important not only for storing and organizing photographs but also for their ability to display photos in an aesthetically pleasing manner. A beautiful photo album augments the browsing experience for individual recollection or sharing with others …
0,"JP Boyer, KG Karahalios",FriendGlass: A privacy preserving ambient location display,,researchgate.net,,https://www.researchgate.net/profile/Karrie_Karahalios/publication/228439783_FriendGlass_A_privacy_preserving_ambient_location_display/links/56f1946808ae1cb29a3d14bd/FriendGlass-A-privacy-preserving-ambient-location-display.pdf,,168,0,0,0,2,,"Ambient displays are becoming popular forms of providing users with information in the periphery. Users are often interested in locations and activities that take place in a building. As a result, it is appropriate to create ambient displays to share the locations of users in a …"
0,"J Kim, KG Karahalios, MB Twidale",Social (Media) Graces: Making Sense of Norms in Ritual Posts,2014,,ideals.illinois.edu,https://www.ideals.illinois.edu/bitstream/handle/2142/48701/ICSWM_greeting_final.pdf?sequence=2,,169,0,0,0,3,6,"With the emergence of mass-produced paper cards and then electronic cards, debates arose about whether these forms of greetings were deemed appropriate or 'authentic'as forms of expressing sincere sentiments. As previous critics have noted, both forms elicit low …"
0,"L DeThorne, MA Betancourt, K Karahalios, J Halle…",vorige artikel Improving Collaborative Play Between Children w... volgende artikel Brief Report: SETD2 Mutation in a Child with Au...,,mijn.bsl.nl,,https://mijn.bsl.nl/visualizing-syllables-real-time-computerized-feedback-within-a-s/559310,,170,0,0,0,5,,Computerized technologies now offer unprecedented opportunities to provide real-time visual feedback to facilitate children's speech–language development. We employed a mixed-method design to examine the effectiveness of two speech–language interventions …
0,"J Rozier, K Karahalios, J Donath","Sociable Media Group MIT Media Lab 20 Ames St. Cambridge, MA 02139 USA",,,,,,171,0,0,0,3,,
0,"K Karahalios, A Monroy-Hernández…",Editors' Message,2018,Proceedings of the …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3274285,,172,0,0,0,3,2,"It is our great pleasure to welcome you to this issue of the Proceedings of the ACM on Human Computer Interaction, the second to focus on the contributions from the research community Computer-Supported Cooperative Work and Social Computing (CSCW). This …"
0,"A Aleyasen, K Karahalios",Make Community Detection More Human,,Citeseer,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.648.3555&rep=rep1&type=pdf,,173,0,0,0,2,,"Although there are dozens of community detection algorithms, we lack real community structures necessary to create reliable benchmarks for evaluation of such clustering algorithms. We developed a Facebook application to explore three common community …"
0,"S Dey, BRL Duff, WT Fu, K Karahalios",VidLyz: An Interactive Approach to Assist Novice Entrepreneurs in Making Persuasive Campaign Videos,2019,… of the ACM on Human-Computer …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3359145,,174,0,0,0,4,1,"Videos are essential for successful crowdfunding campaigns. However, without knowledge of the underlying persuasion factors, novice entrepreneurs may find it difficult to optimize their videos for success. This paper presents VidLyz, a novel assistive tool that allows users …"
0,K Karahalios,Applications 3- you're being watched,2007,… Multimedia Conference: Proceedings of the 15 th …,,,,175,0,0,0,1,13,
0,"S Xiao, D Metaxa, JS Park, K Karahalios, N Salehi","Random, Messy, Funny, Raw: Finstas as Intimate Reconfigurations of Social Media",,niloufar.org,,http://www.niloufar.org/publications/2020/Finsta_CHI2020.pdf,,176,0,0,0,5,,"Among many young people, the creation of a finsta—a portmanteau of “fake” and “Instagram” which describes secondary Instagram accounts—provides an outlet to share emotional, low-quality, or indecorous content with their close friends. To study why people …"
0,"FB Viégas, K Karahalios",ŻIntroduction to Social Spaces: Production and Consumption of Goods in Digital Collectives Minitrack,2008,41st Annual Hawaii International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/4438855/,,177,0,0,0,2,12,"Digital collectives are computer-mediated places where a large number of people come together to interact. Back in the 80s and early 90s, users mainly inhabited these online environments to talk with each other--eg discussion lists, Usenet newsgroups, etc. Now …"
0,K Karahalios,The Need for Usable Social Interfaces,,,,,,178,0,0,0,1,,
0,"JS Park, R Barber, A Kirlik, K Karahalios",A Slow Algorithm Improves Users' Assessments of the Algorithm's Accuracy,2019,Proceedings of the ACM on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3359204,,179,0,0,0,4,1,"With computational algorithms making an increasing number of deeply consequential, and often problematic judgments on our behalf, there is a growing interest in slowing down technology to encourage users to reflect on judgments made by algorithms. Prior work in …"
0,"C Lampe, J Nichols, K Karahalios, G Fitzpatrick, U Lee…",Proceedings of the ACM on Human-Computer Interaction Volume 2 Issue EICS,2018,,dl.acm.org,https://dl.acm.org/citation.cfm?id=3233739,,180,0,0,0,6,2,"Help Design Your New ACM Digital Library. We're upgrading the ACM DL, and would like your input. Please sign up to review new features, functionality and page designs. Leave an email address: or Follow @ACMDL. or [Not interested]. Google, Inc. (search) …"
0,"M Krishnan, K Karahalios",House: A messaging platform to support geographically disconnected families,2012,,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/ced7/cbb01f2b8e540d8e14e0ec3a33f60dc89118.pdf,,181,0,0,0,2,8,"In this paper, we present House, a messaging platform for members of geographically disconnected families to stay connected. House is a lightweight, real-time interface designed to help such families communicate with each other. Specifically, it helps families re-discover …"
0,"T Siddiqui, Z Wang, P Luh, K Karahalios…",ShapeSearch: A Flexible and Efficient System for Shape-based Exploration of Trendlines,2018,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1811.07977,,182,0,0,0,5,2,"Identifying trendline visualizations with desired patterns is a common and fundamental data exploration task. Existing visual analytics tools offer limited flexibility and expressiveness for such tasks, especially when the pattern of interest is under-specified and approximate, and …"
0,"K Karahalios, A Monroy-Hernández, A Lampinen…",Proceedings of the ACM on Human-Computer Interaction,2018,,diva-portal.org,http://www.diva-portal.org/smash/record.jsf?pid=diva2:1271966,,183,0,0,0,4,2,"This issue contains papers accepted over two iterations of the review process. The call for papers for this second issue, with an initial deadline in Spring 2018, attracted 722 submissions, from all around the world. After the first round of reviewing, 326 (45, 2%) …"
0,"K Vaccaro, K Karahalios, DK Mulligan, D Kluttz…",Contestability in Algorithmic Systems,2019,… Publication of the 2019 …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3311957.3359435,,184,0,0,0,5,1,"As algorithmic (and particularly machine learning) decision making systems become both more widespread and make more important decisions, there are growing concerns about their embedded values and ability to establish legitimacy among decision subjects. We …"
